brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
8,Widmer Brothers Brewing Company,1322460267,4.5,4.0,4.0,mactrail,Winter Warmer,3.5,4.0,Brrr,7.2,45454
1135,"Franklin's Restaurant, Brewery & General Store",1163137497,4.5,3.0,2.5,mrasskicktastic,American Amber / Red Lager,4.0,3.5,Smokey The Beer,5.0,33648
18120,Trinity Brewing Company,1266618866,4.0,4.0,4.0,Mora2000,Eisbock,4.0,4.0,Stop Making Sense Eisbock,10.0,55764
870,Moylan's Brewery,1323242626,3.5,4.5,4.0,gpogo,American IPA,3.0,3.0,NorCal IPA,6.9,60023
870,Moylan's Brewery,1301226674,4.0,4.0,4.5,JizackFH,American Double / Imperial IPA,4.5,5.0,Hopsickle Imperial India Pale Ale,9.2,25259
1534,Brouwerij Het Anker,1279838488,3.0,3.5,3.5,treque,Belgian IPA,4.0,4.0,Gouden Carolus Hopsinjoor,8.0,42079
285,Brauerei Schloss Eggenberg,1211648196,4.0,3.0,4.0,charlzm,Doppelbock,4.5,3.5,Samichlaus Bier,14.0,776
137,Sea Dog Brewing Company,1079130565,2.0,2.0,3.5,scriabin,Fruit / Vegetable Beer,3.0,2.0,Sea Dog Blue Paw Wheat Ale,4.6,345
19897,Evolution Craft Brewing Company,1276205536,4.0,4.0,4.0,johnmichaelsen,American Double / Imperial IPA,4.0,4.0,Lot No6 Double India Pale Ale,9.3,56467
28,Anchor Brewing Company,1158809823,4.5,4.5,4.0,dblinkhorn,Winter Warmer,4.0,4.5,Our Special Ale 2005 (Anchor Christmas Ale),5.8,26756
583,Saint Louis Brewery / Schlafly Tap Room,1126113124,4.0,3.5,3.5,tah908,Extra Special / Strong Bitter (ESB),3.5,4.5,Schlafly Winter ESB,6.2,1623
948,Waimea Brewing Company,1159053077,3.5,3.0,3.5,arizcards,American Adjunct Lager,3.5,3.5,Luau Lager,,18520
85,Pioneer Brewing Co.,1109970322,4.0,4.0,4.0,CRJMellor,American Stout,3.5,4.0,Pioneer Stout,5.0,1195
870,Moylan's Brewery,1252034202,2.5,3.5,3.0,KJH,American Barleywine,2.5,3.0,Old Blarney Barleywine,10.0,2874
863,Russian River Brewing Company,1299459826,4.0,4.0,4.0,sentomaster,American IPA,4.0,4.0,Blind Pig IPA,6.1,22790
863,Russian River Brewing Company,1250285689,4.5,4.5,4.0,morimech,American Double / Imperial IPA,4.5,5.0,Pliny The Elder,8.0,7971
664,Wells & Young's Ltd,1178210265,4.5,5.0,4.5,DaveFromDetroit,Oatmeal Stout,4.5,5.0,Young's Oatmeal Stout,5.2,48050
119,Otter Creek Brewing / Wolaver's,1165642189,3.5,4.0,3.5,bonbright7,Tripel,4.0,4.0,Holy Otter (Otter Creek World Tour),,31692
127,Portland Brewing Company,1266707841,4.0,3.5,3.5,beertunes,American Amber / Red Ale,4.0,4.0,MacTarnahan's Amber Ale,5.0,461
1628,Southampton Publick House,1245808945,3.5,3.5,4.0,dirtylou,Tripel,3.5,4.0,Southampton Triple Abbey Style Ale,8.0,37901
429,Alaskan Brewing Co.,1173112687,4.0,4.0,4.5,todd1,American Porter,4.5,4.5,Alaskan Smoked Porter,6.5,1769
4707,Choc Beer Co. / Pete's Place,1296173409,4.5,4.0,3.5,StaveHooks,American Pale Ale (APA),4.5,3.5,Basement Batch,6.8,37034
132,Rogue Ales,1261574070,4.0,3.5,3.5,Kegatron,American Pale Ale (APA),4.5,4.0,Chatoe Rogue First Growth Wet Hop Ale,6.4,52743
18968,Appalachian Brewing Company,1274807624,4.0,3.5,4.0,Kegatron,American Stout,4.0,4.0,Espresso Stout,4.5,56790
113,Samuel Smith Old Brewery (Tadcaster),1272592868,4.5,3.5,4.0,kaseydad,Euro Pale Lager,4.0,4.0,Samuel Smith's Pure Brewed Lager Beer,5.0,574
10397,Sly Fox Brewing Company,1242334653,4.0,3.5,3.5,PhillyStyle,American Pale Ale (APA),4.0,4.0,Phoenix Pale Ale,5.1,30452
71,Fuller Smith & Turner PLC,1242511146,4.5,4.0,3.0,drunkboxer1,English Porter,4.5,4.5,Fuller's London Porter,5.4,221
213,Narragansett Brewing Co.,1244402141,4.0,4.0,3.5,claytri,American Adjunct Lager,3.5,4.0,Narragansett Lager,5.1,7406
863,Russian River Brewing Company,1217188392,4.5,4.0,4.0,orcasteve,Belgian Strong Pale Ale,4.0,4.5,Damnation,7.75,12770
140,Sierra Nevada Brewing Co.,1138338226,4.0,3.0,3.5,rajendra82,English India Pale Ale (IPA),4.0,4.0,Sierra Nevada India Pale Ale,6.8,1607
173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1312753597,4.5,4.0,4.5,Cyberkedi,American Double / Imperial IPA,4.5,4.5,Blue Dot Double India Pale Ale,7.0,25265
898,Heavy Seas Beer,1312764891,1.5,1.5,3.5,SWMeyer4141,American Double / Imperial Stout,1.5,1.0,Heavy Seas - Siren Noire Imperial Chocolate Stout,8.0,56270
5062,Meantime Brewing Company Limited,1218649412,4.0,4.0,4.0,lordofthewiens,Scotch Ale / Wee Heavy,4.0,4.5,Scotch Ale,8.0,35601
147,Stone Brewing Co.,1251260020,4.5,4.0,4.5,babaracas,American Strong Ale,4.0,4.5,Stone 13th Anniversary Ale,9.5,50795
396,AleSmith Brewing Company,1260929967,5.0,5.0,5.0,soupyman10,American IPA,4.5,4.5,AleSmith IPA,7.25,3916
762,Butte Creek Brewing Company,1153872901,3.0,4.0,3.5,ppoitras,American Porter,3.0,3.0,Butte Creek Organic Porter,6.1,2310
12516,Thirsty Dog Brewing Company,1199154688,4.0,4.0,4.0,RblWthACoz,American Amber / Red Ale,3.5,4.0,Hoppus Maximus,5.0,27842
450,Yards Brewing Co.,1186202791,3.5,3.5,4.0,Zorro,Herbed / Spiced Beer,3.0,4.0,Poor Richard's Tavern Spruce Ale,5.0,26892
141,Smuttynose Brewing Company,1190037980,5.0,4.0,3.5,Slatetank,Saison / Farmhouse Ale,4.0,4.0,Smuttynose Farmhouse Ale (Big Beer Series),9.3,28305
199,Ballast Point Brewing Company,1272855374,5.0,4.5,3.5,colts9016,American IPA,4.5,4.5,Sculpin India Pale Ale,7.0,29619
13307,Mikkeller ApS,1290636575,3.0,5.0,4.0,philosobeer,Belgian Strong Pale Ale,3.5,4.0,Yeast Series: Brettanomyces,8.0,60031
132,Rogue Ales,1206994668,5.0,4.5,4.0,ubermick,American Stout,4.5,5.0,Chocolate Stout,6.0,1118
141,Smuttynose Brewing Company,1279368531,3.5,3.5,4.0,blackie,Belgian IPA,4.0,3.5,Smuttynose Homunculus (Big Beer Series),9.9,35225
10099,Dogfish Head Brewery,1269649834,3.0,3.5,3.5,Lerxst,American Barleywine,4.0,3.5,Olde School Barleywine,15.04,6533
35,Boston Beer Company (Samuel Adams),1313806985,2.0,2.5,5.0,Beaver13,American IPA,4.0,2.0,Samuel Adams Latitude 48 IPA,6.0,57252
22893,Epic Brewing Co.,1313716727,4.0,3.5,4.5,eclipse54,Saison / Farmhouse Ale,3.5,4.0,Sour Apple Saison,7.8,59145
811,Highland Brewing,1181969580,3.0,3.0,4.0,barefootbrewer,Winter Warmer,3.5,3.5,Highland Cold Mountain Winter Ale,5.8,7296
12516,Thirsty Dog Brewing Company,1295567791,3.5,4.0,3.5,hdofu,Fruit / Vegetable Beer,3.5,3.5,Raspberry Ale,3.9,42204
207,Brasserie de Rochefort,1288017935,5.0,5.0,4.0,jlandis,Quadrupel (Quad),4.0,5.0,Trappistes Rochefort 10,11.3,645
140,Sierra Nevada Brewing Co.,1272222808,4.5,4.5,4.5,SLObeer,American IPA,5.0,4.5,Sierra Nevada Torpedo Extra IPA,7.2,30420
41,Brouwerij Corsendonk,1067823068,5.0,4.0,5.0,Stubbie1,Dubbel,4.5,4.0,Corsendonk Pater / Abbey Brown Ale,7.5,138
202,Brouwerij Bosteels,1256579851,4.0,4.0,4.5,Vengeance526,Tripel,4.5,4.0,Tripel Karmeliet,8.4,656
35,Boston Beer Company (Samuel Adams),1301048998,3.5,3.0,4.0,erosier,Herbed / Spiced Beer,3.5,3.0,Longshot Honey B's Lavender Ale,5.5,67332
451,Moat Mountain Smoke House & Brewing Co.,1255381063,4.0,4.0,4.5,ppoitras,Märzen / Oktoberfest,4.5,3.5,Moat Octoberfest / Märzen,7.0,11200
96,Magic Hat Brewing Company,1249872771,3.5,4.0,3.5,puboflyons,American Amber / Red Ale,4.0,4.0,Roxy Rolles,5.1,33200
429,Alaskan Brewing Co.,1213391867,5.0,3.5,4.0,Oxymoron,Altbier,3.5,4.0,Alaskan Amber,5.3,1309
435,Minhas Craft Brewery,1208780380,1.5,2.5,2.0,merlin48,Hefeweizen,1.0,1.5,Berghoff Hefe-Weizen,5.2,1316
22,Unibroue,1194226887,3.0,2.5,3.0,JamesS,Tripel,3.0,2.5,La Fin Du Monde,9.0,34
1,"Plzensky Prazdroj, a. s.",1178326525,5.0,1.5,2.5,bozebus17,Czech Pilsener,4.0,3.0,Pilsner Urquell,4.4,429
710,Jacob Leinenkugel Brewing Company,1293247202,3.5,4.5,4.5,theycallmedoc,Russian Imperial Stout,3.5,4.0,Big Eddy Russian Imperial Stout,9.5,39334
345,Victory Brewing Company,1286942611,3.5,4.0,3.0,JoeAmerican77,Saison / Farmhouse Ale,3.5,4.0,Saison Du BUFF,6.8,61351
3818,Southern Tier Brewing Company,1193526935,4.5,4.5,4.5,Zorro,American Double / Imperial Stout,4.5,4.0,Oat (Imperial Oatmeal Stout),11.0,21100
866,Scotch Irish Brewing Company,1152754977,4.5,4.0,4.0,biegaman,American Brown Ale,4.5,4.0,Corporal Punishment,5.3,10366
2098,Terminal Gravity Brewing Company,1115853694,3.5,4.0,4.0,brewandbbq,American IPA,3.5,4.0,Terminal Gravity IPA,6.9,5487
256,Lost Coast Brewery and Cafe,1235093424,3.5,4.0,3.0,Azumel,Fruit / Vegetable Beer,3.0,3.5,Tangerine Wheat,5.0,31931
388,Brasserie Cantillon,1264298979,5.0,4.5,4.0,mikesgroove,Lambic - Fruit,4.5,4.5,Cantillon Lou Pepe - Kriek,5.0,3659
142,Spaten-Franziskaner-Bräu,1270091341,5.0,4.0,4.0,Scrapss,Hefeweizen,4.0,4.5,Franziskaner Hefe-Weisse,5.0,1946
140,Sierra Nevada Brewing Co.,1255895261,4.0,4.5,4.5,Vengeance526,American IPA,4.5,4.0,Northern Hemisphere Harvest Wet Hop Ale,6.7,6549
13014,Surly Brewing Company,1179248393,4.5,4.0,4.5,Bierguy5,American IPA,4.0,4.5,Furious,6.2,28203
9790,The Duck-Rabbit Craft Brewery,1170639222,4.5,4.0,4.5,mikesgroove,American Porter,4.0,4.5,Duck-Rabbit Porter,5.7,19736
94,Long Trail Brewing Co.,1292789897,3.5,4.0,3.5,puboflyons,American Amber / Red Ale,3.5,4.0,Centennial Red (Brewmaster Series),7.9,63343
140,Sierra Nevada Brewing Co.,1157778967,3.0,4.0,4.0,MiScusi,American Porter,2.0,3.0,Sierra Nevada Porter,5.6,279
35,Boston Beer Company (Samuel Adams),1137548747,3.5,3.0,3.0,Naes,English Pale Ale,3.0,3.5,Samuel Adams Pale Ale,5.25,833
1549,Goose Island Beer Co.,1281554893,5.0,4.5,4.5,cbarrett4,Saison / Farmhouse Ale,4.5,5.0,Sofie,6.5,48824
143,Spoetzl Brewery,1253226082,3.0,3.5,4.0,Slatetank,American Pale Lager,3.5,4.0,Shiner Blonde,4.4,1075
94,Long Trail Brewing Co.,1304523423,3.0,3.0,3.0,sfsean28,Witbier,2.5,2.5,Belgian White,4.7,41182
694,Tröegs Brewing Company,1300406124,4.5,5.0,4.5,hopheadjuice,American Amber / Red Ale,4.0,4.5,Tröegs Nugget Nectar,7.5,15881
9897,Jolly Pumpkin Artisan Ales,1293241004,4.0,4.5,4.0,Tilley4,Belgian Strong Dark Ale,4.0,4.0,Noel De Calabaza,9.0,39267
2681,Oskar Blues Grill & Brew,1194481994,4.0,4.0,4.0,Viggo,American Double / Imperial IPA,4.0,4.0,G'Knight Imperial Red Ale,8.7,8919
178,J.W. Lees & Co (Brewers) Ltd,1283275632,4.0,4.0,4.0,ElGallo,English Barleywine,4.0,4.5,J.W. Lees Harvest Ale (Lagavulin Whisky Cask),11.5,25061
17005,Two Beers Brewing Co.,1317785638,2.5,2.5,4.0,VaTechHopHead,American IPA,4.0,2.0,Trailhead ISA (India Session Ale),4.7,69549
506,Grolsch Bierbrouwerij N.V.,1195875667,2.5,2.0,3.5,vancurly,Euro Pale Lager,2.0,2.5,Amsterdam Mariner,4.8,7788
112,North Coast Brewing Co.,1303139167,4.5,4.5,4.5,Lemke10,Russian Imperial Stout,4.0,4.0,Old Rasputin Russian Imperial Stout,9.0,412
158,Great Divide Brewing Company,1237523311,3.5,4.5,4.0,Tone,Old Ale,3.5,4.0,Hibernation Ale,8.7,1446
784,Tyranena Brewing Company,1147041918,4.0,3.5,4.5,longarm,Altbier,4.5,4.0,Headless Man Amber Alt,5.0,2850
132,Rogue Ales,1295223347,4.5,4.0,4.5,irischmatt,American Porter,4.0,4.0,Double Mocha Porter,8.2,56447
700,Elysian Brewing Company,1322959172,3.5,4.0,4.0,robmorris31,Pumpkin Ale,4.0,3.0,Night Owl Pumpkin Ale,6.1,7077
28,Anchor Brewing Company,1039896742,5.0,4.0,4.5,MaineBeerMan,American Porter,4.5,5.0,Anchor Porter,5.6,61
132,Rogue Ales,1205381096,4.0,4.5,4.5,cswhitehorse,American IPA,4.0,4.0,Brutal Bitter Ale,5.8,361
35,Boston Beer Company (Samuel Adams),1304880766,4.0,3.5,4.0,Seeker41184,Czech Pilsener,3.0,3.5,Samuel Adams Noble Pils,4.9,54904
143,Spoetzl Brewery,1289609014,3.5,4.0,3.5,Keffa,Dunkelweizen,3.0,3.5,Shiner Holiday Cheer,5.4,45591
31,Brauerei Pinkus Mueller,1244733465,4.0,3.5,4.0,Anthony1,Altbier,4.0,3.5,Organic Münster Alt,5.1,80
192,New Belgium Brewing,1105657311,4.0,4.0,4.0,BeerBob,American Pale Wheat Ale,3.5,4.0,Sunshine Wheat Beer,4.8,1911
45,Brooklyn Brewery,1087159823,3.5,3.5,4.5,JackTheRipper,English India Pale Ale (IPA),3.5,3.5,Brooklyn East India Pale Ale,6.8,147
2710,BJ's Chicago Pizza & Brewery Inc.,1097480853,4.0,3.5,4.5,UncleJimbo,Russian Imperial Stout,4.5,4.0,Tatonka Stout,8.5,6594
7739,Picaroons Brewing Co.,1220659647,4.5,3.5,4.0,jaxon53,Extra Special / Strong Bitter (ESB),3.5,3.5,Best Bitter,5.2,14063
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1238729634,4.0,3.5,3.0,Lemmiwinks,American Adjunct Lager,4.0,3.0,Tecate,4.5,848
105,Miller Brewing Co.,1216875192,4.0,2.5,3.0,klintok21,American Adjunct Lager,4.0,3.0,Miller High Life,5.0,580
694,Tröegs Brewing Company,1301019645,4.5,4.5,4.0,dmfrench,American Amber / Red Ale,4.5,4.0,Tröegs Nugget Nectar,7.5,15881
610,Bear Republic Brewing Co.,1066056389,4.0,4.5,5.0,ImperialScott,Rye Beer,4.0,4.0,Hop Rod Rye,8.0,3158
188,The Caledonian Brewing Company,1225224903,3.0,3.5,3.0,BlackHaddock,English Pale Ale,3.0,3.5,Golden Promise Organic Ale,5.0,2697
18134,Redhook Ale Brewery,1029463199,4.0,3.5,3.5,BeerBob,Extra Special / Strong Bitter (ESB),3.5,3.5,Redhook ESB,5.77,1119
35,Boston Beer Company (Samuel Adams),1320711095,4.5,5.0,5.0,scottyg354,American Stout,4.0,5.0,Samuel Adams Black & Brew Coffee Stout,5.8,74390
3521,De Proefbrouwerij (bvba Andelot),1265148919,4.5,4.5,4.0,soulgrowl,Eisbock,4.0,4.0,IJsbok (for SNAB),9.3,24219
63,Deschutes Brewery,1257041904,4.0,3.5,4.0,bcm119,American Pale Ale (APA),4.0,3.5,Hop Trip (Bond Street Series),5.5,26395
16285,Weasel Boy Brewing Company,1302909628,4.5,4.5,4.0,Spider889,American Stout,4.0,4.5,Brown Stoat Stout,6.2,44869
287,"Bell's Brewery, Inc.",1240326014,4.5,4.0,3.5,Brenden,American Pale Wheat Ale,4.0,4.0,Bell's Oberon Ale,5.8,1094
19476,Beer Here,1262826207,4.5,4.5,4.5,brownbeer,Baltic Porter,4.0,4.0,Mørke - Pumpernickel Porter,7.5,53250
212,Brouwerij Van Honsebrouck N.V.,1298335912,4.0,4.0,4.0,rapidsequence,Gueuze,4.0,4.0,St. Louis Gueuze Fond Tradition,5.0,5212
14400,Ninkasi Brewing Company,1302583488,4.0,4.5,3.5,grittybrews,American Double / Imperial IPA,4.0,4.5,Tricerahops Double IPA,8.8,37966
738,Brasserie Fantôme,1113343215,4.0,4.5,4.5,carln26,Belgian Strong Dark Ale,4.0,4.5,Fantôme Black Ghost,8.0,15278
29,Anheuser-Busch,1290193638,1.0,1.5,1.5,beerprovedwright,Light Lager,1.5,1.0,Busch Light,4.1,1390
392,Weyerbacher Brewing Co.,1147396262,4.5,4.0,4.5,akajimmyd,English Barleywine,4.5,4.5,Insanity,11.1,18199
341,Columbus Brewing Company,1158817861,3.5,3.5,3.5,Osiris9588,American Pale Ale (APA),3.0,3.5,Columbus Pale Ale,,3700
207,Brasserie de Rochefort,1131930277,5.0,5.0,4.5,dalion037,Dubbel,5.0,5.0,Trappistes Rochefort 8,9.2,1696
8,Widmer Brothers Brewing Company,1154057397,3.0,3.0,3.0,MusicmanSD,American Pale Wheat Ale,3.0,3.0,Widmer Hefeweizen,4.9,17
13307,Mikkeller ApS,1299040711,4.5,4.5,3.0,jzeilinger,American Double / Imperial IPA,4.0,4.5,I Beat YoU,9.75,54211
287,"Bell's Brewery, Inc.",1281824388,4.0,4.0,3.0,seanyfo,American Pale Wheat Ale,3.5,3.5,Bell's Oberon Ale,5.8,1094
96,Magic Hat Brewing Company,1303526271,4.0,3.5,4.5,Bouleboubier,English India Pale Ale (IPA),3.5,4.0,Blind Faith,6.2,298
16866,The Bruery,1324935808,3.0,3.0,3.0,donkeyrunner,Belgian Strong Dark Ale,3.5,3.0,3 French Hens,10.0,62432
863,Russian River Brewing Company,1237170354,5.0,4.0,4.5,Redwood21,American IPA,4.5,4.5,Blind Pig IPA,6.1,22790
1532,Golden City Brewery,1189095526,4.0,4.5,4.0,beerhermit,American IPA,4.5,4.5,Evolution IPA,7.1,34031
5318,Port Brewing Company / Pizza Port,1317993145,4.0,4.0,4.0,biggsbowler,American Double / Imperial Stout,4.5,5.0,Older Viscosity,12.0,34094
1396,Snipes Mountain Microbrewery & Restaurant,1308337901,4.0,3.0,3.5,beertunes,American Barleywine,3.0,3.5,Roza Barley Wine,,3726
10607,Sixpoint Brewery,1265941889,4.5,4.0,3.0,burner,American IPA,4.5,4.5,Bengali Tiger,6.4,22189
256,Lost Coast Brewery and Cafe,1182703349,3.5,3.5,4.0,DoubleJ,American Amber / Red Ale,3.5,3.5,Alleycat Amber,5.5,4923
2210,Firestone Walker Brewing Co.,1251166294,3.5,3.5,3.5,froghop,English Pale Ale,3.0,3.5,Double Barrel Ale,5.0,5653
1162,Mad Anthony Brewing Company,1293837577,4.0,3.5,4.0,buschbeer,American IPA,3.5,3.5,Mad Anthony IPA,6.5,23031
45,Brooklyn Brewery,1060868791,4.0,4.0,3.5,ElGuapo,Witbier,4.0,4.5,Blanche De Brooklyn,4.5,2160
302,Genesee Brewing Co. / Dundee Brewing Co.,1294008485,4.5,4.0,4.0,JDFish,American IPA,4.0,4.0,Dundee India Pale Ale,6.3,25144
450,Yards Brewing Co.,1267239501,4.0,3.5,3.5,TMoney2591,English Dark Mild Ale,4.0,4.0,Brawler Pugilist Style Ale,4.2,46504
167,Brewery Lobkowicz,1038584168,4.0,4.0,4.0,John,Czech Pilsener,4.0,4.5,Lobko Bohemian Lager,,7345
12142,Williams Brothers Brewing Company,1184371415,3.5,3.0,3.5,albern,Scottish Gruit / Ancient Herbed Ale,4.5,3.5,Kelpie Seaweed Ale,4.4,1556
178,J.W. Lees & Co (Brewers) Ltd,1216428778,4.0,4.5,4.5,barleywinefiend,English Barleywine,4.0,4.0,J.W. Lees Harvest Ale (Sherry Cask),11.5,26039
689,Two Brothers Brewing Company,1188082728,4.0,3.5,4.0,Hibernator,Russian Imperial Stout,4.0,4.0,Northwind Imperial Stout,9.1,2886
784,Tyranena Brewing Company,1254294980,4.0,3.5,5.0,garretthetzel,American Brown Ale,3.5,3.5,Rocky's Revenge Bourbon Brown,6.0,20728
664,Wells & Young's Ltd,1171908040,4.0,4.5,4.0,IceAce,Extra Special / Strong Bitter (ESB),4.0,4.0,Young's Special London Ale,6.4,724
694,Tröegs Brewing Company,1088567790,3.5,4.0,4.0,rabidawg,English Brown Ale,3.5,3.5,Tröegs Rugged Trail Nut Brown Ale,4.4,3677
14359,The Defiant Brewing Company,1163293621,3.0,5.0,4.0,NyackNicky,English Pale Ale,5.0,4.5,Little Thumper Ale,5.0,33647
132,Rogue Ales,1236713244,4.5,4.0,4.0,terryeckmeier,American IPA,4.5,5.0,Brutal Bitter Ale,5.8,361
378,Atlantic Brewing Company,1106528581,4.0,4.0,4.0,shirfan,American Porter,4.0,4.5,Coal Porter,6.5,1928
784,Tyranena Brewing Company,1297385127,4.0,4.5,3.5,BarrytheBear,Scotch Ale / Wee Heavy,4.5,4.0,Shaggin' In The Wood,,55511
13307,Mikkeller ApS,1195747628,4.0,4.0,4.0,mikesgroove,Baltic Porter,4.0,4.0,Til Fra (To From),8.0,39720
45,Brooklyn Brewery,1175056029,3.0,3.0,4.0,RoyalT,Belgian Strong Pale Ale,3.5,3.0,Brooklyn Local 1,9.0,35328
268,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,1291600641,4.5,4.5,4.0,gfreed,Tripel,4.0,4.5,Straffe Hendrik Brugse Tripel Bier 9°,9.0,47909
3818,Southern Tier Brewing Company,1294470289,3.5,4.5,4.0,cbutova,American Double / Imperial Stout,4.5,4.0,Choklat,11.0,40058
220,Lagunitas Brewing Company,1268963938,4.5,4.0,4.0,nutritionalfacts,American Double / Imperial IPA,4.5,4.0,Hop Stoopid,8.0,35738
1151,Piece Brewery & Pizzeria,1177958368,4.0,4.0,3.5,MABZ,Irish Dry Stout,3.5,4.0,Flat Iron Stout,4.5,36589
1479,J. Boag & Son Brewing,1121135048,2.5,2.5,2.5,BeerNutta,English Bitter,2.5,2.5,Tasman Bitter,4.0,15415
14078,Half Pints Brewing Company,1282968959,4.0,5.0,4.5,jrallen34,American Double / Imperial Stout,4.5,4.0,$ellout $tout,8.2,55449
8,Widmer Brothers Brewing Company,1186073294,3.5,2.5,4.0,shabbtastic,American Pale Wheat Ale,2.0,3.0,Widmer Hefeweizen,4.9,17
142,Spaten-Franziskaner-Bräu,1309742713,4.0,3.5,4.0,woodychandler,Dunkelweizen,4.0,3.5,Franziskaner Hefe-Weisse Dunkel,5.0,924
35,Boston Beer Company (Samuel Adams),1311358930,3.0,4.0,3.0,bryehn,American Pale Wheat Ale,2.0,2.0,Samuel Adams Summer Ale,5.3,103
27039,The Alchemist,1311540845,5.0,5.0,5.0,DrewCapzz,American Double / Imperial IPA,5.0,5.0,Heady Topper,8.0,16814
458,Real Ale Brewing Company,1214961310,4.0,3.5,3.0,midaszero,American Pale Ale (APA),3.5,3.5,Rio Blanco Pale Ale,5.2,2298
140,Sierra Nevada Brewing Co.,1215570885,4.0,4.5,4.0,alarusse,American Porter,3.5,4.5,Sierra Nevada Porter,5.6,279
345,Victory Brewing Company,1278983670,4.0,4.5,4.0,chcfan,Quadrupel (Quad),4.0,4.5,V-Twelve,12.0,8998
192,New Belgium Brewing,1311982123,3.5,4.0,3.0,DarthKostrizer,American Wild Ale,4.0,3.0,Lips Of Faith - Le Terroir,7.5,26541
394,Stoudts Brewing Co.,1240257603,3.5,3.5,3.0,NJpadreFan,Munich Dunkel Lager,3.5,3.5,Brewer's Reserve Munich Dark Lager,4.8,47422
132,Rogue Ales,1059764457,4.0,4.5,4.0,Jarod,American Double / Imperial IPA,4.5,4.5,XS Imperial India Pale Ale,9.5,358
9629,Short's Brewing Company,1315795473,3.5,4.0,3.5,corby112,American Black Ale,4.0,3.5,Bludgeon Yer Eye PA,5.0,62755
220,Lagunitas Brewing Company,1287377799,4.0,4.0,3.5,lovetranquillity,American Amber / Red Ale,3.0,3.5,Censored,6.75,3711
9790,The Duck-Rabbit Craft Brewery,1151891051,4.5,4.5,4.0,blitz134,Scotch Ale / Wee Heavy,4.5,4.0,Duck-Rabbit Wee Heavy Scotch Style Ale,8.0,30521
684,Fish Brewing Company / Fishbowl Brewpub,1171220074,4.0,4.0,4.0,IronDjinn,Winter Warmer,3.5,4.0,Fish Tale Winterfish,7.5,3579
4,Allagash Brewing Company,1060157342,4.0,4.5,4.5,taez555,Quadrupel (Quad),4.5,4.5,Allagash Grand Cru,7.2,58
3521,De Proefbrouwerij (bvba Andelot),1219106665,4.5,4.0,4.0,bkett01,Flanders Red Ale,4.5,4.0,Zoetzuur Flemish Ale,7.0,20750
9408,Great Lakes Brewery,1317681673,4.0,4.5,4.0,liamt07,Wheatwine,4.0,4.0,Great Lakes Raspberry Wheatwine,10.3,73755
697,Kiuchi Brewery,1199030194,4.5,4.5,4.0,RblWthACoz,Witbier,4.0,4.0,Hitachino Nest White Ale,5.0,2013
450,Yards Brewing Co.,1262907356,4.0,4.0,4.0,NJpadreFan,English Barleywine,4.0,4.0,Old Bartholomew,10.3,7666
119,Otter Creek Brewing / Wolaver's,1306292311,3.5,2.5,3.5,jmdrpi,Altbier,3.0,3.5,Otter Creek Copper Ale,5.4,434
29,Anheuser-Busch,1271400572,3.5,3.0,2.5,LordAdmNelson,Fruit / Vegetable Beer,3.0,3.5,Wild Blue (Blueberry Lager),8.0,26049
863,Russian River Brewing Company,1281753604,4.5,5.0,4.5,harpus,Tripel,4.5,5.0,Damnation Batch 23 (Oak Aged),11.0,37578
158,Great Divide Brewing Company,1161136238,4.5,4.0,4.5,Ego,Russian Imperial Stout,4.0,4.0,Oak Aged Yeti Imperial Stout,9.5,19216
15237,De Struise Brouwers,1300415604,4.5,4.5,5.0,tubaguy,Russian Imperial Stout,5.0,4.5,Cuvee Delphine,13.0,47100
596,Portsmouth Brewery,1229946226,4.0,4.0,4.0,DIM,Rye Beer,4.5,4.0,Portsmouth Winter Rye Ale,7.0,40045
6372,Fort Collins Brewing,1255568062,4.5,4.5,3.0,HeroJH,Schwarzbier,4.0,4.0,Kidd Lager,4.5,22809
143,Spoetzl Brewery,1301700901,2.0,2.0,2.0,turfy,Fruit / Vegetable Beer,2.5,1.5,Shiner Ruby Redbird,4.01,67274
392,Weyerbacher Brewing Co.,1151378763,4.0,4.5,4.5,asabreed,American Double / Imperial IPA,4.5,4.5,Double Simcoe IPA,9.0,30288
5318,Port Brewing Company / Pizza Port,1172905148,4.0,4.0,4.0,tonistruth,Weizenbock,4.0,4.0,None The Weisser,8.3,35244
113,Samuel Smith Old Brewery (Tadcaster),1219434826,2.0,2.0,4.0,PatronWizard,English India Pale Ale (IPA),2.5,2.0,Samuel Smith's India Ale,5.0,573
1319,Boscos Restaurant & Brewing Co. - Nashville,1210858798,1.5,3.0,4.5,ckeegan04,American Pale Wheat Ale,3.5,1.5,Spring Wheat,,42681
596,Portsmouth Brewery,1249581931,4.0,3.5,4.0,tpd975,Witbier,4.0,4.0,Portsmouth Belgian Wit,5.0,18681
4,Allagash Brewing Company,1222425241,4.0,4.0,4.0,erosier,Dubbel,4.0,4.0,Allagash Dubbel Ale,7.0,10
